track_location_id,track_display_name,layout_id,layout_display_name,region,country,real_or_fictional,surface,track_type,opened_year,altitude_m,gtplus_layout_count,dg_edge_variant_count,gt_engine_layout_count_in_seed,source_count_conflict,length_m,longest_straight_m,elevation_change_m,average_gradient_percent,pit_delta_seconds,corners_expected,sectors,bop_applied,oval,reversible,rain_supported,night_supported,full_24h_supported,update_version,source_url,source_confidence,validation_status,modelling_status,notes
circuit_de_barcelona_catalunya,Circuit de Barcelona-Catalunya,circuit_de_barcelona_catalunya__rallycross_layout,Rallycross Layout,Europe,Spain,real,tarmac,circuit,1991,124,4,4,4,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
blue_moon_bay_speedway,Blue Moon Bay Speedway,blue_moon_bay_speedway__speedway,Speedway,America,United States,original,tarmac,circuit,,,3,6,6,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
blue_moon_bay_speedway,Blue Moon Bay Speedway,blue_moon_bay_speedway__speedway_reverse,Speedway Reverse,America,United States,original,tarmac,circuit,,,3,6,6,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
blue_moon_bay_speedway,Blue Moon Bay Speedway,blue_moon_bay_speedway__infield_a,Infield A,America,United States,original,tarmac,circuit,,,3,6,6,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
blue_moon_bay_speedway,Blue Moon Bay Speedway,blue_moon_bay_speedway__infield_a_reverse,Infield A Reverse,America,United States,original,tarmac,circuit,,,3,6,6,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
blue_moon_bay_speedway,Blue Moon Bay Speedway,blue_moon_bay_speedway__infield_b,Infield B,America,United States,original,tarmac,circuit,,,3,6,6,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
blue_moon_bay_speedway,Blue Moon Bay Speedway,blue_moon_bay_speedway__infield_b_reverse,Infield B Reverse,America,United States,original,tarmac,circuit,,,3,6,6,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
brands_hatch,Brands Hatch,brands_hatch__grand_prix_circuit,Grand Prix Circuit,Europe,United Kingdom,real,tarmac,circuit,,130,2,2,2,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
brands_hatch,Brands Hatch,brands_hatch__indy_circuit,Indy Circuit,Europe,United Kingdom,real,tarmac,circuit,,130,2,2,2,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
broad_bean_raceway,Broad Bean Raceway,broad_bean_raceway__full_course,Full Course,Asia,Japan,original,tarmac,circuit,,,1,2,2,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
broad_bean_raceway,Broad Bean Raceway,broad_bean_raceway__full_course_reverse,Full Course Reverse,Asia,Japan,original,tarmac,circuit,,,1,2,2,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
colorado_springs,Colorado Springs,colorado_springs__lake,Lake,America,United States,original,dirt,dirt,,,1,2,2,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
colorado_springs,Colorado Springs,colorado_springs__lake_reverse,Lake Reverse,America,United States,original,dirt,dirt,,,1,2,2,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
daytona_international_speedway,Daytona International Speedway,daytona_international_speedway__tri_oval,Tri-Oval,America,United States,real,tarmac,circuit,,10,2,2,2,False,4023,914,10,0.25,14,4,,High,True,False,False,True,True,,https://gtplus.app/gt7/tracks/daytona-international-speedway/tri-oval,source_public_gtplus_layout_page,seed_only,not_modelled,
daytona_international_speedway,Daytona International Speedway,daytona_international_speedway__road_course,Road Course,America,United States,real,tarmac,circuit,,10,2,2,2,False,5729,575,8.4,0.15,25,12,3,High,False,False,False,True,True,,https://gtplus.app/gt7/tracks/daytona-international-speedway/road-course,source_public_gtplus_layout_page,seed_only,not_modelled,
deep_forest_raceway,Deep Forest Raceway,deep_forest_raceway__full_course,Full Course,Europe,Switzerland,original,tarmac,circuit,,,1,2,2,False,4253,765,50,1.18,15,18,3,Mid,False,True,False,True,False,,https://gtplus.app/gt7/tracks/deep-forest-raceway/full-course,source_public_gtplus_layout_page,seed_only,not_modelled,
deep_forest_raceway,Deep Forest Raceway,deep_forest_raceway__full_course_reverse,Full Course Reverse,Europe,Switzerland,original,tarmac,circuit,,,1,2,2,False,4253,765,50,1.18,15,18,3,Mid,False,True,False,True,False,,https://gtplus.app/gt7/tracks/deep-forest-raceway/full-course,derived_same_physical_layout_needs_reverse_telemetry_validation,seed_only,not_modelled,Physical layout facts copied from forward layout; reverse telemetry map must be separately calibrated.
dragon_trail,Dragon Trail,dragon_trail__seaside,Seaside,Europe,Croatia,original,tarmac,circuit,,,2,4,4,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
dragon_trail,Dragon Trail,dragon_trail__seaside_reverse,Seaside Reverse,Europe,Croatia,original,tarmac,circuit,,,2,4,4,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
dragon_trail,Dragon Trail,dragon_trail__gardens,Gardens,Europe,Croatia,original,tarmac,circuit,,,2,4,4,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
dragon_trail,Dragon Trail,dragon_trail__gardens_reverse,Gardens Reverse,Europe,Croatia,original,tarmac,circuit,,,2,4,4,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
eiger_nordwand,Eiger Nordwand,eiger_nordwand__full_course,Full Course,Europe,Switzerland,original,tarmac,circuit,,2016,1,2,2,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
eiger_nordwand,Eiger Nordwand,eiger_nordwand__full_course_reverse,Full Course Reverse,Europe,Switzerland,original,tarmac,circuit,,2016,1,2,2,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
fishermans_ranch,Fishermans Ranch,fishermans_ranch__full_course,Full Course,America,United States,original,dirt,dirt,,,1,2,2,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
fishermans_ranch,Fishermans Ranch,fishermans_ranch__full_course_reverse,Full Course Reverse,America,United States,original,dirt,dirt,,,1,2,2,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
fuji_international_speedway,Fuji International Speedway,fuji_international_speedway__full_course,Full Course,Asia,Japan,real,tarmac,circuit,,591,2,2,2,False,4563,1475,40,0.88,17,16,3,Mid,False,False,True,False,False,,https://gtplus.app/gt7/tracks/fuji-international-speedway/full-course,source_public_gtplus_layout_page,seed_only,not_modelled,
fuji_international_speedway,Fuji International Speedway,fuji_international_speedway__short_course,Short Course,Asia,Japan,real,tarmac,circuit,,591,2,2,2,False,4526,1475,40,0.88,17,14,,Mid,False,False,True,False,False,,https://gtplus.app/gt7/tracks/fuji-international-speedway/short-course,source_public_gtplus_layout_page,seed_only,not_modelled,
circuit_gilles_villeneuve,Circuit Gilles-Villeneuve,circuit_gilles_villeneuve__full_course,Full Course,America,Canada,real,tarmac,circuit,,13,1,1,1,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
goodwood_motor_circuit,Goodwood Motor Circuit,goodwood_motor_circuit__full_course,Full Course,Europe,United Kingdom,real,tarmac,circuit,,29,1,1,1,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
grand_valley,Grand Valley,grand_valley__highway_1,Highway 1,America,United States,original,tarmac,circuit,,,2,4,4,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
grand_valley,Grand Valley,grand_valley__highway_1_reverse,Highway 1 Reverse,America,United States,original,tarmac,circuit,,,2,4,4,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
grand_valley,Grand Valley,grand_valley__south,South,America,United States,original,tarmac,circuit,,,2,4,4,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
grand_valley,Grand Valley,grand_valley__south_reverse,South Reverse,America,United States,original,tarmac,circuit,,,2,4,4,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
high_speed_ring,High Speed Ring,high_speed_ring__full_course,Full Course,Asia,Japan,original,tarmac,circuit,,,1,2,2,False,4345,1060,8.5,0.2,10,6,3,High,False,True,True,False,False,,https://gtplus.app/gt7/tracks/high-speed-ring/full-course,source_public_gtplus_layout_page,seed_only,not_modelled,
high_speed_ring,High Speed Ring,high_speed_ring__full_course_reverse,Full Course Reverse,Asia,Japan,original,tarmac,circuit,,,1,2,2,False,4345,1060,8.5,0.2,10,6,3,High,False,True,True,False,False,,https://gtplus.app/gt7/tracks/high-speed-ring/full-course,derived_same_physical_layout_needs_reverse_telemetry_validation,seed_only,not_modelled,Physical layout facts copied from forward layout; reverse telemetry map must be separately calibrated.
autodromo_de_interlagos,Autódromo de Interlagos,autodromo_de_interlagos__full_course,Full Course,America,Brazil,real,tarmac,circuit,1940,788,1,1,1,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
kyoto_driving_park,Kyoto Driving Park,kyoto_driving_park__miyabi,Miyabi,Asia,Japan,original,tarmac,circuit,,,3,5,5,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
kyoto_driving_park,Kyoto Driving Park,kyoto_driving_park__yamagiwa,Yamagiwa,Asia,Japan,original,tarmac,circuit,,,3,5,5,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
kyoto_driving_park,Kyoto Driving Park,kyoto_driving_park__yamagiwa_reverse,Yamagiwa Reverse,Asia,Japan,original,tarmac,circuit,,,3,5,5,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
kyoto_driving_park,Kyoto Driving Park,kyoto_driving_park__yamagiwa_miyabi,Yamagiwa + Miyabi,Asia,Japan,original,tarmac,circuit,,,3,5,5,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
kyoto_driving_park,Kyoto Driving Park,kyoto_driving_park__yamagiwa_miyabi_reverse,Yamagiwa + Miyabi Reverse,Asia,Japan,original,tarmac,circuit,,,3,5,5,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
autodrome_lago_maggiore,Autodrome Lago Maggiore,autodrome_lago_maggiore__full_course,Full Course,Europe,Italy,original,tarmac,circuit,,,6,12,12,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
autodrome_lago_maggiore,Autodrome Lago Maggiore,autodrome_lago_maggiore__full_course_reverse,Full Course Reverse,Europe,Italy,original,tarmac,circuit,,,6,12,12,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
autodrome_lago_maggiore,Autodrome Lago Maggiore,autodrome_lago_maggiore__centre,Centre,Europe,Italy,original,tarmac,circuit,,,6,12,12,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
autodrome_lago_maggiore,Autodrome Lago Maggiore,autodrome_lago_maggiore__centre_reverse,Centre Reverse,Europe,Italy,original,tarmac,circuit,,,6,12,12,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
autodrome_lago_maggiore,Autodrome Lago Maggiore,autodrome_lago_maggiore__east,East,Europe,Italy,original,tarmac,circuit,,,6,12,12,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
autodrome_lago_maggiore,Autodrome Lago Maggiore,autodrome_lago_maggiore__east_reverse,East Reverse,Europe,Italy,original,tarmac,circuit,,,6,12,12,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
autodrome_lago_maggiore,Autodrome Lago Maggiore,autodrome_lago_maggiore__east_end,East End,Europe,Italy,original,tarmac,circuit,,,6,12,12,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
autodrome_lago_maggiore,Autodrome Lago Maggiore,autodrome_lago_maggiore__east_end_reverse,East End Reverse,Europe,Italy,original,tarmac,circuit,,,6,12,12,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
autodrome_lago_maggiore,Autodrome Lago Maggiore,autodrome_lago_maggiore__west,West,Europe,Italy,original,tarmac,circuit,,,6,12,12,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
autodrome_lago_maggiore,Autodrome Lago Maggiore,autodrome_lago_maggiore__west_reverse,West Reverse,Europe,Italy,original,tarmac,circuit,,,6,12,12,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
autodrome_lago_maggiore,Autodrome Lago Maggiore,autodrome_lago_maggiore__west_end,West End,Europe,Italy,original,tarmac,circuit,,,6,12,12,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
autodrome_lago_maggiore,Autodrome Lago Maggiore,autodrome_lago_maggiore__west_end_reverse,West End Reverse,Europe,Italy,original,tarmac,circuit,,,6,12,12,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
weathertech_raceway_laguna_seca,WeatherTech Raceway Laguna Seca,weathertech_raceway_laguna_seca__full_course,Full Course,America,United States,real,tarmac,circuit,,230,1,1,1,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
lake_louise,Lake Louise,lake_louise__long_track,Long Track,America,Canada,original,snow,snow,,,3,6,6,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
lake_louise,Lake Louise,lake_louise__long_track_reverse,Long Track Reverse,America,Canada,original,snow,snow,,,3,6,6,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
lake_louise,Lake Louise,lake_louise__short_track,Short Track,America,Canada,original,snow,snow,,,3,6,6,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
lake_louise,Lake Louise,lake_louise__short_track_reverse,Short Track Reverse,America,Canada,original,snow,snow,,,3,6,6,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
lake_louise,Lake Louise,lake_louise__tri_oval,Tri-Oval,America,Canada,original,snow,snow,,,3,6,6,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
lake_louise,Lake Louise,lake_louise__tri_oval_reverse,Tri-Oval Reverse,America,Canada,original,snow,snow,,,3,6,6,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
autodromo_nazionale_monza,Autodromo Nazionale Monza,autodromo_nazionale_monza__full_course,Full Course,Europe,Italy,real,tarmac,circuit,1922,184,2,2,2,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
autodromo_nazionale_monza,Autodromo Nazionale Monza,autodromo_nazionale_monza__no_chicane,No Chicane,Europe,Italy,real,tarmac,circuit,1922,184,2,2,2,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
mount_panorama_circuit,Mount Panorama Circuit,mount_panorama_circuit__full_course,Full Course,Asia,Australia,real,tarmac,circuit,,708,1,1,1,False,6213,1916,174,2.8,24,23,4,High,False,False,False,True,True,,https://gtplus.app/gt7/tracks/mount-panorama-circuit/full-course,source_public_gtplus_layout_page,seed_only,not_modelled,
northern_isle_speedway,Northern Isle Speedway,northern_isle_speedway__speedway,Speedway,America,United States,original,tarmac,circuit,,,1,1,1,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
nurburgring,Nürburgring,nurburgring__24h,24h,Europe,Germany,real,tarmac,circuit,,622,6,7,7,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
nurburgring,Nürburgring,nurburgring__endurance,Endurance,Europe,Germany,real,tarmac,circuit,,622,6,7,7,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
nurburgring,Nürburgring,nurburgring__endurance_ii,Endurance II,Europe,Germany,real,tarmac,circuit,,622,6,7,7,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
nurburgring,Nürburgring,nurburgring__nordschleife,Nordschleife,Europe,Germany,real,tarmac,circuit,,622,6,7,7,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
nurburgring,Nürburgring,nurburgring__nordschleife_tourist,Nordschleife Tourist,Europe,Germany,real,tarmac,circuit,,622,6,7,7,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
nurburgring,Nürburgring,nurburgring__grand_prix,Grand Prix,Europe,Germany,real,tarmac,circuit,,622,6,7,7,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
nurburgring,Nürburgring,nurburgring__sprint,Sprint,Europe,Germany,real,tarmac,circuit,,622,6,7,7,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
red_bull_ring,Red Bull Ring,red_bull_ring__full_course,Full Course,Europe,Austria,real,tarmac,circuit,1969,679,2,2,2,False,4318,939,65.5,1.52,25,10,3,Mid,False,False,True,True,False,,https://gtplus.app/gt7/tracks/red-bull-ring/full-course,source_public_gtplus_layout_page,seed_only,not_modelled,
red_bull_ring,Red Bull Ring,red_bull_ring__short_track,Short Track,Europe,Austria,real,tarmac,circuit,1969,679,2,2,2,False,2336,939,32.4,1.39,25,6,,Mid,False,False,True,True,False,,https://gtplus.app/gt7/tracks/red-bull-ring/short-track,source_public_gtplus_layout_page,seed_only,not_modelled,
michelin_raceway_road_atlanta,Michelin Raceway Road Atlanta,michelin_raceway_road_atlanta__full_course,Full Course,America,United States,real,tarmac,circuit,1970,283,1,1,1,False,4088,1275,38,0.93,10,12,3,Mid,False,False,False,True,True,1.26,https://gtplus.app/gt7/tracks/michelin-raceway-road-atlanta/full-course,source_public_gtplus_layout_page,seed_only,not_modelled,
circuit_de_sainte_croix,Circuit de Sainte-Croix,circuit_de_sainte_croix__layout_a,Layout A,Europe,France,original,tarmac,circuit,,,3,6,6,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
circuit_de_sainte_croix,Circuit de Sainte-Croix,circuit_de_sainte_croix__layout_a_reverse,Layout A Reverse,Europe,France,original,tarmac,circuit,,,3,6,6,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
circuit_de_sainte_croix,Circuit de Sainte-Croix,circuit_de_sainte_croix__layout_b,Layout B,Europe,France,original,tarmac,circuit,,,3,6,6,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
circuit_de_sainte_croix,Circuit de Sainte-Croix,circuit_de_sainte_croix__layout_b_reverse,Layout B Reverse,Europe,France,original,tarmac,circuit,,,3,6,6,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
circuit_de_sainte_croix,Circuit de Sainte-Croix,circuit_de_sainte_croix__layout_c,Layout C,Europe,France,original,tarmac,circuit,,,3,6,6,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
circuit_de_sainte_croix,Circuit de Sainte-Croix,circuit_de_sainte_croix__layout_c_reverse,Layout C Reverse,Europe,France,original,tarmac,circuit,,,3,6,6,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
sardegna_road_track,Sardegna - Road Track,sardegna_road_track__layout_a,Layout A,Europe,Italy,original,tarmac,circuit,,,3,6,6,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
sardegna_road_track,Sardegna - Road Track,sardegna_road_track__layout_a_reverse,Layout A Reverse,Europe,Italy,original,tarmac,circuit,,,3,6,6,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
sardegna_road_track,Sardegna - Road Track,sardegna_road_track__layout_b,Layout B,Europe,Italy,original,tarmac,circuit,,,3,6,6,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
sardegna_road_track,Sardegna - Road Track,sardegna_road_track__layout_b_reverse,Layout B Reverse,Europe,Italy,original,tarmac,circuit,,,3,6,6,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
sardegna_road_track,Sardegna - Road Track,sardegna_road_track__layout_c,Layout C,Europe,Italy,original,tarmac,circuit,,,3,6,6,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
sardegna_road_track,Sardegna - Road Track,sardegna_road_track__layout_c_reverse,Layout C Reverse,Europe,Italy,original,tarmac,circuit,,,3,6,6,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
sardegna_windmills,Sardegna - Windmills,sardegna_windmills__full_course,Full Course,Europe,Italy,original,dirt,dirt,,,1,2,2,False,,,,,,,,,,,,,,,https://gt-engine.com/gt7/tracks/track-maps.html,source_layout_catalogue,seed_only,not_modelled,
